path,start,end,label,0,1,2
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.01.20.100,00.01.20.713,1,0.2539360523223877,0.7214894890785217,0.024574507027864456
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.01.25.480,00.01.26.183,0,0.5206905007362366,0.14803153276443481,0.3312779664993286
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.01.28.359,00.01.29.716,0,0.499103844165802,0.12671080231666565,0.3741852939128876
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.01.30.395,00.01.31.915,0,0.5268468856811523,0.06105376034975052,0.41209930181503296
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.01.49.144,00.01.50.967,0,0.5911524295806885,0.1320013403892517,0.2768462300300598
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.01.53.568,00.01.54.958,0,0.6469926238059998,0.06822842359542847,0.2847789525985718
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.01.55.620,00.02.02.178,0,0.5289532542228699,0.24926528334617615,0.22178149223327637
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.02.03.224,00.02.03.846,1,0.41495221853256226,0.4601028859615326,0.12494488805532455
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.02.13.241,00.02.15.432,0,0.6279141306877136,0.17721368372440338,0.19487224519252777
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.02.16.029,00.02.17.436,0,0.621511697769165,0.13100376725196838,0.2474844604730606
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.02.18.123,00.02.25.253,0,0.5651760697364807,0.05521540343761444,0.37960851192474365
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.02.29.815,00.02.31.222,0,0.49372029304504395,0.35238122940063477,0.1538984477519989
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.02.33.152,00.02.34.672,2,0.4617547392845154,0.005389421246945858,0.5328558683395386
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.02.34.893,00.02.38.278,0,0.5387892127037048,0.11854017525911331,0.34267058968544006
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.03.58.076,00.04.01.199,0,0.665210485458374,0.08904466032981873,0.24574488401412964
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.04.06.024,00.04.08.869,0,0.5779493451118469,0.24802166223526,0.17402903735637665
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.04.18.632,00.04.21.658,1,0.39475393295288086,0.4697754383087158,0.1354706585407257
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.05.02.574,00.05.04.864,0,0.4789060354232788,0.18953053653240204,0.33156341314315796
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.05.14.382,00.05.17.195,0,0.42133188247680664,0.2694169282913208,0.30925118923187256
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.05.19.754,00.05.21.160,0,0.5560382008552551,0.29277464747428894,0.15118713676929474
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.05.22.076,00.05.34.488,0,0.5938581824302673,0.14708808064460754,0.25905370712280273
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.06.38.407,00.06.40.385,0,0.5415399670600891,0.051155995577573776,0.4073041081428528
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.06.43.640,00.06.45.455,0,0.6182670593261719,0.21316301822662354,0.1685698926448822
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.06.46.616,00.06.48.856,2,0.4375346302986145,0.10910559445619583,0.4533597528934479
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.07.00.876,00.07.02.332,1,0.43039628863334656,0.4427679479122162,0.12683579325675964
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.07.03.591,00.07.05.603,0,0.6818346977233887,0.09744682908058167,0.22071847319602966
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.07.05.848,00.07.09.184,0,0.5473912358283997,0.12033376842737198,0.33227503299713135
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.10.10.856,00.10.14.061,0,0.4595455527305603,0.3772793114185333,0.16317518055438995
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.10.19.098,00.10.22.206,0,0.625564455986023,0.09684251993894577,0.27759304642677307
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.10.22.958,00.10.31.282,0,0.6137881875038147,0.13339048624038696,0.2528213560581207
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.10.38.984,00.10.40.309,1,0.23817484080791473,0.6499106884002686,0.11191447079181671
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.10.42.435,00.10.44.005,0,0.6345109939575195,0.03574221581220627,0.329746812582016
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.10.48.993,00.10.49.990,0,0.6097288131713867,0.02874862588942051,0.3615225553512573
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.10.54.946,00.10.56.041,0,0.6442986130714417,0.14202605187892914,0.2136753499507904
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.10.57.971,00.10.59.786,0,0.5783312320709229,0.17228171229362488,0.24938702583312988
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.10.59.933,00.11.02.386,0,0.6026982069015503,0.19521938264369965,0.20208241045475006
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.13.27.247,00.13.29.209,0,0.3905232548713684,0.33788979053497314,0.27158698439598083
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.13.31.744,00.13.38.498,0,0.6268011927604675,0.08417171239852905,0.2890271246433258
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.15.45.615,00.15.47.561,0,0.492597758769989,0.1466042548418045,0.3607980012893677
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.15.49.490,00.15.51.207,2,0.40388399362564087,0.03273171931505203,0.5633842349052429
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.15.51.976,00.15.54.429,0,0.437014639377594,0.18138672411441803,0.38159865140914917
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.15.55.623,00.15.56.490,2,0.389596551656723,0.0349595807492733,0.5754438638687134
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.16.03.097,00.16.04.110,0,0.4966951608657837,0.15281285345554352,0.350492000579834
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.16.05.419,00.16.06.711,0,0.5756491422653198,0.14666493237018585,0.27768591046333313
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.16.07.185,00.16.09.916,0,0.6217223405838013,0.1720753312110901,0.20620229840278625
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.17.40.204,00.17.42.330,0,0.5237500071525574,0.28990888595581055,0.1863410621881485
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.17.48.021,00.17.56.067,0,0.6427112221717834,0.11501482129096985,0.24227401614189148
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.18.03.868,00.18.04.865,0,0.7610469460487366,0.09248337894678116,0.14646965265274048
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.18.06.435,00.18.07.580,1,0.34521669149398804,0.5194389224052429,0.13534437119960785
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.18.08.888,00.18.10.491,0,0.6408373117446899,0.13544464111328125,0.22371803224086761
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.18.12.110,00.18.18.259,0,0.6001439690589905,0.14311222732067108,0.2567438781261444
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.21.55.553,00.21.57.941,0,0.5749225616455078,0.23180373013019562,0.19327370822429657
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.21.58.939,00.22.00.214,0,0.6803675889968872,0.10137190669775009,0.2182605117559433
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.22.01.980,00.22.05.251,0,0.4344249665737152,0.38222870230674744,0.18334637582302094
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.22.07.999,00.22.09.569,0,0.6179189682006836,0.16519463062286377,0.21688638627529144
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.22.12.005,00.22.15.129,0,0.552183210849762,0.07275231182575226,0.37506455183029175
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.22.30.448,00.22.31.707,0,0.5756139159202576,0.23386436700820923,0.1905217170715332
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.22.33.273,00.22.34.173,0,0.5813949704170227,0.2763824462890625,0.1422225534915924
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.22.34.774,00.22.40.514,0,0.6421300172805786,0.07775803655385971,0.28011199831962585
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.22.41.372,00.22.43.098,0,0.6397171020507812,0.05907842889428139,0.3012044429779053
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.22.48.265,00.22.52.599,0,0.607720673084259,0.20318737626075745,0.18909186124801636
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.22.53.891,00.22.54.332,0,0.7986093759536743,0.056442972272634506,0.14494767785072327
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.23.11.667,00.23.14.897,0,0.43595215678215027,0.4034383296966553,0.16060955822467804
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.23.21.177,00.23.24.734,0,0.5895518064498901,0.056817103177309036,0.3536311089992523
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.23.30.261,00.23.31.431,0,0.6133499145507812,0.02779482863843441,0.3588552474975586
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.23.36.500,00.23.38.487,0,0.5550077557563782,0.2621570825576782,0.18283511698246002
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.24.54.360,00.24.56.044,1,0.34927302598953247,0.5471096634864807,0.10361737012863159
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.24.57.565,00.24.59.070,0,0.6032007336616516,0.21092630922794342,0.1858728975057602
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.24.59.609,00.25.03.763,0,0.5294147729873657,0.31349802017211914,0.15708713233470917
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.25.06.077,00.25.06.846,0,0.5726485848426819,0.022808026522397995,0.404543399810791
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.25.47.394,00.25.49.193,0,0.5224470496177673,0.25677254796028137,0.22078043222427368
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.25.49.946,00.25.50.567,0,0.5067836046218872,0.04884939640760422,0.4443669617176056
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.25.52.873,00.26.02.472,0,0.591195821762085,0.1732242852449417,0.23557986319065094
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.29.35.184,00.29.37.048,1,0.35067301988601685,0.5275030732154846,0.12182389944791794
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.29.38.242,00.29.39.779,0,0.4712711572647095,0.3784647285938263,0.15026402473449707
/project/graziul/data/Zone1/2018_08_12/201808120304-366043-27730.mp3,00.29.40.499,00.29.42.396,1,0.33450543880462646,0.536070704460144,0.12942388653755188
/project/graziul/data/Zone1/2018_08_12/201808120902-41159-27730.mp3,00.00.23.990,00.00.35.445,0,0.5395860075950623,0.25344258546829224,0.2069714218378067
/project/graziul/data/Zone1/2018_08_12/201808120902-41159-27730.mp3, 00.02.07.306,00.02.08.836,1,0.37225213646888733,0.5419347286224365,0.08581312000751495
/project/graziul/data/Zone1/2018_08_12/201808120902-41159-27730.mp3,00.22.33.396,00.22.34.934,0,0.4921792149543762,0.3468571603298187,0.16096365451812744
/project/graziul/data/Zone1/2018_08_12/201808120902-41159-27730.mp3,00.29.15.926,00.29.17.039,1,0.39211583137512207,0.47966402769088745,0.1282200664281845
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.05.31.253,00.05.32.979,0,0.442891389131546,0.3975857198238373,0.1595228612422943
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.05.34.680,00.05.39.866,0,0.5985408425331116,0.1220058798789978,0.2794532775878906
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.05.41.976,00.05.42.949,0,0.7206276655197144,0.13531723618507385,0.14405515789985657
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.06.18.342,00.06.19.843,0,0.49905264377593994,0.2390912026166916,0.2618560791015625
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.06.25.626,00.06.26.562,0,0.6577140092849731,0.2252829372882843,0.11700306087732315
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.06.27.904,00.06.31.073,0,0.5760748982429504,0.21046105027198792,0.21346403658390045
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.06.45.633,00.06.47.637,0,0.6819974780082703,0.025810357183218002,0.29219216108322144
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.06.50.504,00.06.51.289,0,0.4725906550884247,0.18500950932502747,0.34239983558654785
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.06.54.459,00.06.58.528,1,0.3911449611186981,0.4671562910079956,0.1416987180709839
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.06.59.428,00.07.04.245,0,0.5890687704086304,0.1763332635164261,0.23459798097610474
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.07.04.433,00.07.07.063,0,0.5930324196815491,0.18538910150527954,0.2215784639120102
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.07.07.268,00.07.10.155,0,0.5215938091278076,0.051314376294612885,0.4270917773246765
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.07.13.770,00.07.14.433,0,0.5165873169898987,0.3763011693954468,0.10711152106523514
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.07.32.630,00.07.36.818,0,0.562467098236084,0.2502835690975189,0.1872493177652359
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.07.42.004,00.07.43.247,0,0.6010915040969849,0.2234632968902588,0.17544518411159515
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.07.49.568,00.07.54.426,0,0.5927541851997375,0.17132775485515594,0.2359180748462677
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.07.55.964,00.07.57.721,0,0.5124008655548096,0.3517090976238251,0.13589006662368774
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.08.23.267,00.08.26.809,0,0.5798390507698059,0.176719531416893,0.24344143271446228
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.09.15.452,00.09.17.530,0,0.6244370937347412,0.10244527459144592,0.2731176018714905
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.09.20.000,00.09.21.702,0,0.5573877096176147,0.1213093027472496,0.32130298018455505
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.09.22.372,00.09.24.646,0,0.5618976950645447,0.27379482984542847,0.16430751979351044
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.09.26.814,00.09.28.752,0,0.5093631148338318,0.3106662333011627,0.1799706667661667
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.09.34.061,00.09.36.735,0,0.6233961582183838,0.0853942334651947,0.2912095785140991
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.09.38.731,00.09.39.934,0,0.676494836807251,0.07172705978155136,0.25177809596061707
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.09.41.103,00.09.54.051,0,0.5769150853157043,0.08643403649330139,0.33665087819099426
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.09.56.972,00.10.00.014,1,0.18437306582927704,0.7669780850410461,0.04864886775612831
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.10.00.538,00.10.09.061,0,0.5483424663543701,0.24136146903038025,0.21029609441757202
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.10.15.686,00.10.17.911,0,0.4357464611530304,0.4065176248550415,0.1577359437942505
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.10.18.369,00.10.19.547,0,0.47232264280319214,0.2549934387207031,0.2726839780807495
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.10.20.610,00.10.21.690,0,0.6017659902572632,0.03346852958202362,0.3647654354572296
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.11.32.148,00.11.33.604,0,0.5473868250846863,0.10684284567832947,0.34577029943466187
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.11.36.827,00.11.38.937,0,0.6551365852355957,0.09820963442325592,0.24665378034114838
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.11.39.919,00.11.42.405,0,0.6464762687683105,0.16100262105464935,0.19252115488052368
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.11.43.746,00.11.44.990,0,0.5814811587333679,0.24634520709514618,0.17217358946800232
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.11.47.264,00.11.48.654,1,0.395999014377594,0.4913354814052582,0.11266548931598663
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.11.49.652,00.11.51.533,0,0.5177481770515442,0.18973611295223236,0.29251572489738464
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.11.51.795,00.11.54.952,0,0.6414806842803955,0.07781390100717545,0.28070542216300964
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.11.57.750,00.11.58.682,0,0.5791968703269958,0.33193299174308777,0.08887016773223877
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.12.06.829,00.12.08.187,0,0.5365376472473145,0.34147563576698303,0.12198677659034729
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.12.10.248,00.12.10.935,0,0.49518686532974243,0.2592984437942505,0.24551475048065186
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.13.26.309,00.13.28.174,0,0.55833500623703,0.2531459927558899,0.18851904571056366
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.13.29.515,00.13.30.922,1,0.2812088131904602,0.6452372074127197,0.07355397939682007
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.17.13.243,00.17.19.981,0,0.5808828473091125,0.10324112325906754,0.31587597727775574
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.17.28.333,00.17.30.971,0,0.5739541053771973,0.1911233365535736,0.23492257297039032
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.17.31.186,00.17.48.986,0,0.5724809765815735,0.22681297361850739,0.2007061243057251
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.17.52.000,00.17.54.494,0,0.6007698774337769,0.1251077502965927,0.27412235736846924
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.17.55.409,00.17.56.459,0,0.5352776050567627,0.14192916452884674,0.32279321551322937
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.17.57.222,00.18.06.875,0,0.5658883452415466,0.24194146692752838,0.19217021763324738
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.18.59.295,00.19.01.287,1,0.37669751048088074,0.5255355834960938,0.0977669432759285
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.19.02.345,00.19.03.781,0,0.5170145034790039,0.25730636715888977,0.2256791591644287
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.19.05.136,00.19.07.710,0,0.4714549481868744,0.3482249975204468,0.18032006919384003
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.19.09.532,00.19.11.550,0,0.5268406271934509,0.04199600592255592,0.4311634302139282
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.19.30.668,00.19.34.580,0,0.6266195178031921,0.12362591177225113,0.24975456297397614
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.19.39.389,00.19.42.618,0,0.6014639735221863,0.1458279937505722,0.25270795822143555
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.20.56.866,00.20.59.342,0,0.5856137871742249,0.239641010761261,0.17474520206451416
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.21.00.840,00.21.01.989,0,0.6233769059181213,0.03368217870593071,0.3429408669471741
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.21.03.146,00.21.25.629,0,0.6290549039840698,0.14861099421977997,0.2223341315984726
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.21.44.540,00.21.53.099,0,0.5886021852493286,0.19341744482517242,0.21798041462898254
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.23.18.274,00.23.20.140,0,0.6351856589317322,0.031044263392686844,0.3337700664997101
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.23.29.471,00.23.31.821,0,0.5925464034080505,0.27671995759010315,0.1307336986064911
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.23.34.387,00.23.36.504,0,0.6692336201667786,0.1739269495010376,0.15683944523334503
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.23.45.494,00.23.47.934,0,0.49527761340141296,0.10107338428497314,0.4036490023136139
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.23.49.199,00.23.50.024,0,0.5732328295707703,0.22858233749866486,0.19818483293056488
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.23.51.119,00.23.59.265,0,0.5507780313491821,0.1889079064130783,0.26031404733657837
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.23.59.983,00.24.01.266,0,0.5792838931083679,0.14291100203990936,0.2778050899505615
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.24.47.397,00.24.48.671,0,0.43394502997398376,0.41349709033966064,0.1525578647851944
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.24.49.891,00.24.51.281,1,0.34846431016921997,0.560860812664032,0.09067481756210327
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.24.51.986,00.24.54.247,1,0.41619181632995605,0.43761858344078064,0.1461896151304245
/project/graziul/data/Zone1/2018_08_12/201808120234-654163-27730.mp3,00.24.58.149,00.25.01.069,0,0.5126554369926453,0.2639719247817993,0.22337259352207184
