,Path,Arousal,Valence,Transcript
22,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/destin3.sph,High,Negative,destin
23,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/destin4.sph,High,Negative,destin
24,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/destin5.sph,High,Negative,destin
25,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/destin6.sph,High,Negative,destin
26,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/east1.sph,High,Negative,east
27,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/east2.sph,High,Negative,east
28,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/east3.sph,High,Negative,east
29,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/east4.sph,High,Negative,east
30,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/east5.sph,High,Negative,east
31,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/east6.sph,High,Negative,east
32,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/eight1.sph,High,Negative,eight
33,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/eight2.sph,High,Negative,eight
34,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/eight3.sph,High,Negative,eight
35,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/eighty1.sph,High,Negative,eighty
36,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/eighty2.sph,High,Negative,eighty
37,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/eighty3.sph,High,Negative,eighty
38,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/eighty4.sph,High,Negative,eighty
39,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/eighty5.sph,High,Negative,eighty
40,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/eighty6.sph,High,Negative,eighty
41,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/enter1.sph,High,Negative,enter
42,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/enter2.sph,High,Negative,enter
43,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/enter3.sph,High,Negative,enter
44,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/fifty1.sph,High,Negative,fifty
45,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/fifty2.sph,High,Negative,fifty
46,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/fifty3.sph,High,Negative,fifty
47,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/fifty4.sph,High,Negative,fifty
48,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/fifty5.sph,High,Negative,fifty
49,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/fifty6.sph,High,Negative,fifty
50,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/fix1.sph,High,Negative,fix
51,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/fix2.sph,High,Negative,fix
52,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/fix3.sph,High,Negative,fix
53,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/fix4.sph,High,Negative,fix
54,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/fix5.sph,High,Negative,fix
55,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/fix6.sph,High,Negative,fix
56,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/fix7.sph,High,Negative,fix
57,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/fix8.sph,High,Negative,fix
58,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/freeze1.sph,High,Negative,freeze
59,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/freeze2.sph,High,Negative,freeze
60,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/freeze3.sph,High,Negative,freeze
61,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/freeze4.sph,High,Negative,freeze
62,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/freeze5.sph,High,Negative,freeze
63,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/freeze6.sph,High,Negative,freeze
64,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/freeze7.sph,High,Negative,freeze
65,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/freeze8.sph,High,Negative,freeze
66,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/freeze9.sph,High,Negative,freeze
67,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/gain1.sph,High,Negative,gain
68,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/gain2.sph,High,Negative,gain
69,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/gain3.sph,High,Negative,gain
70,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/gain4.sph,High,Negative,gain
71,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/gain5.sph,High,Negative,gain
72,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/gain6.sph,High,Negative,gain
73,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/go1.sph,High,Negative,go
74,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/go2.sph,High,Negative,go
75,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/hello1.sph,High,Negative,hello
76,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/hello2.sph,High,Negative,hello
77,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/hello3.sph,High,Negative,hello
78,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/hello4.sph,High,Negative,hello
79,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/hello5.sph,High,Negative,hello
80,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/help1.sph,High,Negative,help
81,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/help2.sph,High,Negative,help
82,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/help3.sph,High,Negative,help
83,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/histog1.sph,High,Negative,histog
84,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/histog2.sph,High,Negative,histog
85,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/histog3.sph,High,Negative,histog
86,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/histog4.sph,High,Negative,histog
87,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/histog5.sph,High,Negative,histog
88,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/histog6.sph,High,Negative,histog
89,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/histog7.sph,High,Negative,histog
90,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/histog8.sph,High,Negative,histog
91,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/histog9.sph,High,Negative,histog
92,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/hot1.sph,High,Negative,hot
93,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/hot2.sph,High,Negative,hot
94,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/hot3.sph,High,Negative,hot
95,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/hot4.sph,High,Negative,hot
96,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/hot5.sph,High,Negative,hot
97,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/mark1.sph,High,Negative,mark
98,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/mark2.sph,High,Negative,mark
99,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/mark3.sph,High,Negative,mark
100,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/mark4.sph,High,Negative,mark
101,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/mark5.sph,High,Negative,mark
102,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/nav1.sph,High,Negative,nav
103,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/nav2.sph,High,Negative,nav
104,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/nav3.sph,High,Negative,nav
105,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/no1.sph,High,Negative,no
106,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/no2.sph,High,Negative,no
107,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/no3.sph,High,Negative,no
108,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/no4.sph,High,Negative,no
109,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/no5.sph,High,Negative,no
110,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/no6.sph,High,Negative,no
111,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/no7.sph,High,Negative,no
112,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/oh1.sph,High,Negative,oh
113,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/oh2.sph,High,Negative,oh
114,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/oh3.sph,High,Negative,oh
115,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/oh4.sph,High,Negative,oh
116,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/oh5.sph,High,Negative,oh
117,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/oh6.sph,High,Negative,oh
118,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/on1.sph,High,Negative,on
119,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/on2.sph,High,Negative,on
120,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/on3.sph,High,Negative,on
121,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/on4.sph,High,Negative,on
122,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/on5.sph,High,Negative,on
123,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/on6.sph,High,Negative,on
124,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/out1.sph,High,Negative,out
125,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/out2.sph,High,Negative,out
126,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/out3.sph,High,Negative,out
127,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/out4.sph,High,Negative,out
128,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/out5.sph,High,Negative,out
129,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/out6.sph,High,Negative,out
130,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/point1.sph,High,Negative,point
131,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/point2.sph,High,Negative,point
132,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/point3.sph,High,Negative,point
133,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/point4.sph,High,Negative,point
134,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/point5.sph,High,Negative,point
135,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/point6.sph,High,Negative,point
136,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/six1.sph,High,Negative,six
137,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/six2.sph,High,Negative,six
138,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/six3.sph,High,Negative,six
139,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/south1.sph,High,Negative,south
140,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/south2.sph,High,Negative,south
141,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/south3.sph,High,Negative,south
142,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/south4.sph,High,Negative,south
143,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/south5.sph,High,Negative,south
144,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/south6.sph,High,Negative,south
145,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/stand1.sph,High,Negative,stand
146,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/stand2.sph,High,Negative,stand
147,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/stand3.sph,High,Negative,stand
148,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/stand4.sph,High,Negative,stand
149,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/stand5.sph,High,Negative,stand
150,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/stand6.sph,High,Negative,stand
151,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/steer1.sph,High,Negative,steer
152,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/steer2.sph,High,Negative,steer
153,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/steer3.sph,High,Negative,steer
154,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/steer4.sph,High,Negative,steer
155,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/steer5.sph,High,Negative,steer
156,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/strafe1.sph,High,Negative,strafe
157,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/strafe2.sph,High,Negative,strafe
158,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/strafe3.sph,High,Negative,strafe
159,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/ten1.sph,High,Negative,ten
160,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/ten2.sph,High,Negative,ten
161,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/ten3.sph,High,Negative,ten
162,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/thirty1.sph,High,Negative,thirty
163,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/thirty2.sph,High,Negative,thirty
164,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/thirty3.sph,High,Negative,thirty
165,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/thirty4.sph,High,Negative,thirty
166,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/thirty5.sph,High,Negative,thirty
167,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/thirty6.sph,High,Negative,thirty
168,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/three1.sph,High,Negative,three
169,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/three2.sph,High,Negative,three
170,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/three3.sph,High,Negative,three
171,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/three4.sph,High,Negative,three
172,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/three5.sph,High,Negative,three
173,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/three6.sph,High,Negative,three
174,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/white1.sph,High,Negative,white
175,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/white2.sph,High,Negative,white
176,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/white3.sph,High,Negative,white
177,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/wide1.sph,High,Negative,wide
178,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/wide2.sph,High,Negative,wide
179,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/zero1.sph,High,Negative,zero
180,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/zero2.sph,High,Negative,zero
181,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist/zero3.sph,High,Negative,zero
182,/project/graziul/data/corpora/susas/speech/actual/roller/f1/hist_oov_all/silence1.sph,High,Negative,silence
183,/project/graziul/data/corpora/susas/speech/actual/roller/f1/meds_oov_all/silence1.sph,High,Positive,silence
184,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/break1.sph,High,Positive,break
185,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/break2.sph,High,Positive,break
186,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/change1.sph,High,Positive,change
187,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/change2.sph,High,Positive,change
188,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/change3.sph,High,Positive,change
189,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/change4.sph,High,Positive,change
190,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/change5.sph,High,Positive,change
191,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/change6.sph,High,Positive,change
192,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/degree1.sph,High,Positive,degree
193,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/degree2.sph,High,Positive,degree
194,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/degree3.sph,High,Positive,degree
195,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/degree4.sph,High,Positive,degree
196,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/degree5.sph,High,Positive,degree
197,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/degree6.sph,High,Positive,degree
198,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/destin1.sph,High,Positive,destin
199,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/destin2.sph,High,Positive,destin
200,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/destin3.sph,High,Positive,destin
201,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/destin4.sph,High,Positive,destin
202,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/destin5.sph,High,Positive,destin
203,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/destin6.sph,High,Positive,destin
204,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/east1.sph,High,Positive,east
205,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/east2.sph,High,Positive,east
206,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/east3.sph,High,Positive,east
207,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/east4.sph,High,Positive,east
208,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/east5.sph,High,Positive,east
209,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/east6.sph,High,Positive,east
210,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/eight1.sph,High,Positive,eight
211,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/eight2.sph,High,Positive,eight
212,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/eight3.sph,High,Positive,eight
213,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/eighty1.sph,High,Positive,eighty
214,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/eighty2.sph,High,Positive,eighty
215,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/eighty3.sph,High,Positive,eighty
216,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/eighty4.sph,High,Positive,eighty
217,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/eighty5.sph,High,Positive,eighty
218,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/eighty6.sph,High,Positive,eighty
219,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/enter1.sph,High,Positive,enter
220,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/enter2.sph,High,Positive,enter
221,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/fifty1.sph,High,Positive,fifty
222,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/fifty2.sph,High,Positive,fifty
223,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/fifty3.sph,High,Positive,fifty
224,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/fifty4.sph,High,Positive,fifty
225,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/fifty5.sph,High,Positive,fifty
226,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/fifty6.sph,High,Positive,fifty
227,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/fix1.sph,High,Positive,fix
228,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/fix2.sph,High,Positive,fix
229,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/fix3.sph,High,Positive,fix
230,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/fix4.sph,High,Positive,fix
231,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/fix5.sph,High,Positive,fix
232,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/fix6.sph,High,Positive,fix
233,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/freeze1.sph,High,Positive,freeze
234,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/freeze10.sph,High,Positive,freeze1
235,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/freeze2.sph,High,Positive,freeze
236,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/freeze3.sph,High,Positive,freeze
237,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/freeze4.sph,High,Positive,freeze
238,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/freeze5.sph,High,Positive,freeze
239,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/freeze6.sph,High,Positive,freeze
240,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/freeze7.sph,High,Positive,freeze
241,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/freeze8.sph,High,Positive,freeze
242,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/freeze9.sph,High,Positive,freeze
243,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/gain1.sph,High,Positive,gain
244,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/gain2.sph,High,Positive,gain
245,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/gain3.sph,High,Positive,gain
246,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/gain4.sph,High,Positive,gain
247,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/gain5.sph,High,Positive,gain
248,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/gain6.sph,High,Positive,gain
249,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/go1.sph,High,Positive,go
250,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/go2.sph,High,Positive,go
251,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/hello1.sph,High,Positive,hello
252,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/hello2.sph,High,Positive,hello
253,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/hello3.sph,High,Positive,hello
254,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/hello4.sph,High,Positive,hello
255,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/hello5.sph,High,Positive,hello
256,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/hello6.sph,High,Positive,hello
257,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/help1.sph,High,Positive,help
258,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/help2.sph,High,Positive,help
259,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/help3.sph,High,Positive,help
260,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/histog1.sph,High,Positive,histog
261,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/histog2.sph,High,Positive,histog
262,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/histog3.sph,High,Positive,histog
263,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/histog4.sph,High,Positive,histog
264,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/histog5.sph,High,Positive,histog
265,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/histog6.sph,High,Positive,histog
266,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/histog7.sph,High,Positive,histog
267,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/histog8.sph,High,Positive,histog
268,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/histog9.sph,High,Positive,histog
269,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/hot1.sph,High,Positive,hot
270,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/hot2.sph,High,Positive,hot
271,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/hot3.sph,High,Positive,hot
272,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/hot4.sph,High,Positive,hot
273,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/hot5.sph,High,Positive,hot
274,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/hot6.sph,High,Positive,hot
275,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/mark1.sph,High,Positive,mark
276,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/mark2.sph,High,Positive,mark
277,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/mark3.sph,High,Positive,mark
278,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/mark4.sph,High,Positive,mark
279,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/mark5.sph,High,Positive,mark
280,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/nav1.sph,High,Positive,nav
281,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/nav2.sph,High,Positive,nav
282,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/no1.sph,High,Positive,no
283,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/no2.sph,High,Positive,no
284,/project/graziul/data/corpora/susas/speech/actual/roller/f1/medst/no3.sph,High,Positive,no
